timestamp,farm_id,latitude,longitude,climate_zone,ndvi,ndwi,evi,savi,gci,nir_band,red_band,green_band,blue_band,crop_health_score,water_stress_index,growth_stage,cloud_cover,image_quality,day_of_year
2025-08-12T22:09:31.269207,farm_0002,39.31203728088487,-89.53201643899139,continental,0.2651,0.0018,0.0959,0.055,0.1584,0.278,0.2258,0.2796,0.1167,17.608,13.167,germination,0.036235810514945566,0.8575988042411722,224
2025-08-14T22:09:31.269207,farm_0002,39.31203728088487,-89.53201643899139,continental,0.2182,0.0412,-0.0203,0.0252,0.3508,0.3977,0.2068,0.1784,0.1099,14.933,8.849,germination,0.2767944347936229,0.8019857441006021,226
2025-08-15T22:09:31.269207,farm_0002,39.31203728088487,-89.53201643899139,continental,0.1566,0.1425,0.0094,0.2171,0.1464,0.1898,0.1871,0.1259,0.0198,9.566,0.705,germination,0.2185778211048312,0.9836969296274319,227
2025-08-17T22:09:31.269207,farm_0002,39.31203728088487,-89.53201643899139,continental,0.1515,-0.0119,0.1761,0.1485,-0.0539,0.2237,0.2573,0.0392,0.0269,12.025,8.168,germination,0.19957058998236546,0.9311597647769299,229
2025-08-18T22:09:31.269207,farm_0002,39.31203728088487,-89.53201643899139,continental,0.2483,0.1546,0.3093,0.0645,-0.0754,0.297,0.2784,0.1729,0.0965,20.795,4.686,germination,0.18106819790983383,0.8535576306662214,230
2025-08-19T22:09:31.269207,farm_0002,39.31203728088487,-89.53201643899139,continental,0.1378,0.0515,0.0065,0.2171,0.0302,0.2656,0.2242,0.1313,0.0032,6.375,4.316,germination,0.13862566496057888,0.8979691413546729,231
2025-08-20T22:09:31.269207,farm_0002,39.31203728088487,-89.53201643899139,continental,0.1503,0.1974,0.1283,0.1046,0.1614,0.3497,0.2127,0.1126,0.092,14.373,0.0,germination,0.28320592543822376,0.8015148911135977,232
2025-08-21T22:09:31.269207,farm_0002,39.31203728088487,-89.53201643899139,continental,0.3467,0.2194,0.0266,0.2525,0.2137,0.3166,0.2321,0.1513,0.1836,19.21,6.367,germination,0.2694994454070234,0.8276857753794051,233
2025-08-22T22:09:31.269207,farm_0002,39.31203728088487,-89.53201643899139,continental,0.3788,0.1485,-0.0985,0.429,0.1662,0.3251,0.3079,0.175,0.1479,14.536,11.519,germination,0.20919300767410512,0.9672189705016723,234
2025-08-23T22:09:31.269207,farm_0002,39.31203728088487,-89.53201643899139,continental,0.2723,0.1841,-0.0171,0.1613,0.0562,0.2866,0.307,0.1197,0.1464,11.333,4.407,germination,0.10330132831339663,0.8062060184885654,235
2025-08-24T22:09:31.269207,farm_0002,39.31203728088487,-89.53201643899139,continental,0.1743,0.1525,0.1278,0.3258,0.0625,0.3583,0.1994,0.1637,0.1578,13.332,1.092,germination,0.13846197682343325,0.9322024530674584,236
2025-08-25T22:09:31.269207,farm_0002,39.31203728088487,-89.53201643899139,continental,0.2255,0.0046,0.2248,0.2225,0.2194,0.4204,0.1531,0.2232,0.0817,22.402,11.042,germination,0.23053275354346128,0.9227766987800138,237
2025-08-26T22:09:31.269207,farm_0002,39.31203728088487,-89.53201643899139,continental,0.1267,0.1083,0.2251,0.1766,-0.0591,0.2886,0.1591,0.0693,0.1031,12.892,0.921,germination,0.0828043831160707,0.8959731240688601,238
2025-08-29T22:09:31.269207,farm_0002,39.31203728088487,-89.53201643899139,continental,0.2818,0.2049,0.205,0.2536,0.1622,0.3984,0.1789,0.1712,0.0648,22.715,3.841,germination,0.09964045264426405,0.8278725505216252,241
2025-08-30T22:09:31.269207,farm_0002,39.31203728088487,-89.53201643899139,continental,0.113,0.2472,0.1701,0.2034,0.0472,0.316,0.2208,0.2504,0.1805,12.271,0.0,germination,0.06140792739899404,0.9864108172263681,242
2025-08-31T22:09:31.269207,farm_0002,39.31203728088487,-89.53201643899139,continental,0.427,0.1837,0.106,0.1353,0.0643,0.332,0.2839,0.2062,0.1334,22.606,12.164,germination,0.035963172615023166,0.9175905954332149,243
2025-09-01T22:09:31.269207,farm_0002,39.31203728088487,-89.53201643899139,continental,0.1854,-0.0013,0.0778,0.1671,0.1151,0.4519,0.2559,0.0997,0.0369,12.831,9.339,germination,0.1512696914445076,0.9297221403066769,244
2025-09-03T22:09:31.269207,farm_0002,39.31203728088487,-89.53201643899139,continental,0.2663,0.0778,0.1377,0.3498,0.0582,0.3288,0.3231,0.2217,0.1003,17.323,9.422,germination,0.15125407360487117,0.8227830550525248,246
2025-09-04T22:09:31.269207,farm_0002,39.31203728088487,-89.53201643899139,continental,0.2563,0.2223,0.1052,0.1566,0.1453,0.3427,0.2026,0.2037,0.1307,17.366,1.699,germination,0.25617110559693185,0.8106322374387471,247
2025-08-06T22:09:31.269207,farm_0003,37.5985284373248,-119.19665496477037,mediterranean,0.2189,0.0571,0.2523,0.1336,-0.0625,0.3659,0.1765,0.2076,0.1249,17.599,8.091,germination,0.14427596716573468,0.9456952319693572,218
2025-08-07T22:09:31.269207,farm_0003,37.5985284373248,-119.19665496477037,mediterranean,0.2607,-0.0276,0.0636,0.0089,-0.0423,0.2825,0.1837,0.1533,0.1109,12.124,14.415,germination,0.1463922405656132,0.8151410824289157,219
2025-08-08T22:09:31.269207,farm_0003,37.5985284373248,-119.19665496477037,mediterranean,0.1714,0.2824,0.0481,0.1588,-0.0051,0.3304,0.1715,0.1737,0.1605,8.681,0.0,germination,0.12376827792200291,0.9935086853333095,220
2025-08-09T22:09:31.269207,farm_0003,37.5985284373248,-119.19665496477037,mediterranean,0.3591,0.1581,0.2117,0.2125,0.0162,0.3392,0.1973,0.111,0.1251,23.157,10.05,germination,0.2810240884421048,0.9991465192766384,221
2025-08-10T22:09:31.269207,farm_0003,37.5985284373248,-119.19665496477037,mediterranean,0.2865,0.0848,0.1273,0.155,0.0062,0.3593,0.2303,0.1504,0.1069,16.676,10.088,germination,0.24175188124935051,0.9722892961242264,222
2025-08-11T22:09:31.269207,farm_0003,37.5985284373248,-119.19665496477037,mediterranean,0.2715,0.0049,0.1871,0.1541,-0.0332,0.2105,0.3122,0.1322,0.122,17.678,13.327,germination,0.15728057183797864,0.941643856972277,223
2025-08-12T22:09:31.269207,farm_0003,37.5985284373248,-119.19665496477037,mediterranean,0.1584,0.1462,0.1818,0.3703,-0.016,0.249,0.172,0.1226,0.1713,13.286,0.609,germination,0.0840904476902415,0.8894198282906735,224
2025-08-13T22:09:31.269207,farm_0003,37.5985284373248,-119.19665496477037,mediterranean,0.1125,0.0655,0.226,0.2963,0.0947,0.3185,0.2446,0.1312,0.1745,15.434,2.35,germination,0.17413969869451335,0.9829708568789142,225
2025-08-14T22:09:31.269207,farm_0003,37.5985284373248,-119.19665496477037,mediterranean,0.125,0.191,0.2053,0.007,0.0533,0.2523,0.2176,0.164,0.0628,14.279,0.0,germination,0.2187222580733793,0.8054109931539246,226
2025-08-15T22:09:31.269207,farm_0003,37.5985284373248,-119.19665496477037,mediterranean,0.1997,0.2929,-0.072,0.1456,-0.0202,0.3946,0.1665,0.1193,0.101,4.704,0.0,germination,0.04580608180614175,0.8067886053047231,227
2025-08-18T22:09:31.269207,farm_0003,37.5985284373248,-119.19665496477037,mediterranean,0.4358,0.2281,0.0098,0.2302,-0.1686,0.3803,0.1757,0.2435,0.1382,14.453,10.388,germination,0.1628364515048842,0.8142443518100151,230
2025-08-19T22:09:31.269207,farm_0003,37.5985284373248,-119.19665496477037,mediterranean,0.2679,0.1402,0.1872,0.1099,0.1184,0.3595,0.1735,0.1287,0.1296,20.571,6.387,germination,0.07783896589423041,0.9325090983623421,231
2025-08-20T22:09:31.269207,farm_0003,37.5985284373248,-119.19665496477037,mediterranean,0.0964,0.2058,0.0521,0.3048,0.1038,0.335,0.2074,0.1323,0.0051,8.016,0.0,germination,0.05708841259613485,0.932641965807641,232
2025-08-21T22:09:31.269207,farm_0003,37.5985284373248,-119.19665496477037,mediterranean,0.3909,0.1422,0.2911,0.1579,0.1177,0.2549,0.2622,0.179,0.1755,29.634,12.437,germination,0.13027807845822148,0.961150964691146,233
2025-08-22T22:09:31.269207,farm_0003,37.5985284373248,-119.19665496477037,mediterranean,0.3074,0.229,0.0666,0.3414,0.0538,0.3295,0.2631,0.097,0.1295,16.037,3.921,germination,0.23711835924853164,0.8575846737744125,234
2025-08-24T22:09:31.269207,farm_0003,37.5985284373248,-119.19665496477037,mediterranean,0.2712,0.1889,0.1524,-0.0379,-0.0025,0.4074,0.3758,0.1432,0.1088,16.893,4.114,germination,0.009172445008146301,0.8081881192986488,236
2025-08-25T22:09:31.269207,farm_0003,37.5985284373248,-119.19665496477037,mediterranean,0.3798,0.1985,0.0495,0.2416,0.0525,0.2848,0.2586,0.1066,0.1519,18.223,9.064,germination,0.036240343148446826,0.8649906102709869,237
2025-08-26T22:09:31.269207,farm_0003,37.5985284373248,-119.19665496477037,mediterranean,0.2633,-0.0257,0.0727,0.1371,-0.083,0.2938,0.1645,0.2017,0.1672,11.776,14.449,germination,0.2562873694874896,0.8206073805252965,238
2025-08-27T22:09:31.269207,farm_0003,37.5985284373248,-119.19665496477037,mediterranean,0.2758,-0.0235,0.2058,0.1275,0.1196,0.2753,0.187,0.1857,0.1588,21.654,14.964,germination,0.012855981109739,0.9184002090870479,239
2025-08-29T22:09:31.269207,farm_0003,37.5985284373248,-119.19665496477037,mediterranean,0.1504,0.0936,-0.0064,0.2485,0.0851,0.2424,0.3017,0.2062,0.1346,7.464,2.842,germination,0.1632089934581855,0.9924636237149209,241
2025-08-30T22:09:31.269207,farm_0003,37.5985284373248,-119.19665496477037,mediterranean,0.3867,0.1037,-0.0558,0.2073,-0.0051,0.336,0.2093,0.128,0.1043,13.135,14.152,germination,0.03432757528830895,0.8350119392538364,242
2025-08-31T22:09:31.269207,farm_0003,37.5985284373248,-119.19665496477037,mediterranean,0.269,0.187,0.0657,0.1663,-0.0714,0.3141,0.2875,0.1651,0.1635,11.962,4.099,germination,0.1962292304397546,0.9803340628297569,243
2025-09-02T22:09:31.269207,farm_0003,37.5985284373248,-119.19665496477037,mediterranean,0.3301,0.05,-0.0067,0.2455,0.1199,0.2685,0.2993,0.2174,0.1179,15.331,14.003,germination,0.0026758652659370384,0.9013501594374526,245
2025-09-03T22:09:31.269207,farm_0003,37.5985284373248,-119.19665496477037,mediterranean,0.0799,0.3199,0.0675,0.1549,0.0339,0.2773,0.2569,0.1354,0.0985,6.574,0.0,germination,0.11831779862261377,0.8400327734534165,246
2025-08-06T22:09:31.269207,farm_0004,44.04116898859161,-122.060180295676,oceanic,0.378,0.1979,0.113,0.0947,-0.0644,0.3064,0.2206,0.1171,0.1898,18.354,9.006,germination,0.2615801642680595,0.8623793737854045,218
2025-08-07T22:09:31.269207,farm_0004,44.04116898859161,-122.060180295676,oceanic,0.3317,-0.0196,0.0518,0.213,0.0536,0.2741,0.2633,0.2032,0.0678,16.41,17.566,germination,0.17579926403978635,0.9769120776100559,219
2025-08-08T22:09:31.269207,farm_0004,44.04116898859161,-122.060180295676,oceanic,0.2559,0.2259,-0.0817,0.2618,0.0732,0.3089,0.1576,0.0589,0.1659,8.433,1.502,germination,0.205010022688879,0.9167703352113802,220
2025-08-10T22:09:31.269207,farm_0004,44.04116898859161,-122.060180295676,oceanic,0.2072,0.1679,0.0028,0.0103,-0.0397,0.254,0.2058,0.1268,0.0,7.608,1.968,germination,0.06400046838430525,0.9277870925996502,222
2025-08-13T22:09:31.269207,farm_0004,44.04116898859161,-122.060180295676,oceanic,0.2253,0.0423,0.2475,0.2238,-0.0984,0.3803,0.2189,0.0992,0.1122,16.942,9.148,germination,0.15176161414691133,0.9915786208814504,225
2025-08-14T22:09:31.269207,farm_0004,44.04116898859161,-122.060180295676,oceanic,0.2392,0.1275,0.1306,0.3561,0.0135,0.3107,0.2167,0.1503,0.0465,15.058,5.581,germination,0.04230551659548426,0.8521272223344609,226
2025-08-15T22:09:31.269207,farm_0004,44.04116898859161,-122.060180295676,oceanic,0.1281,0.1231,0.1337,0.1883,0.3003,0.2539,0.2265,0.2414,0.1237,16.479,0.249,germination,0.23077897512645548,0.956264680193495,227
2025-08-17T22:09:31.269207,farm_0004,44.04116898859161,-122.060180295676,oceanic,0.0931,0.104,-0.0305,0.05,0.0292,0.3339,0.1984,0.1627,0.1001,3.088,0.0,germination,0.0998699298788215,0.9857220481800802,229
2025-08-18T22:09:31.269207,farm_0004,44.04116898859161,-122.060180295676,oceanic,0.2406,0.0794,0.1758,0.1457,0.0985,0.2717,0.2279,0.0984,0.0737,18.623,8.057,germination,0.29296417295739724,0.898731368194957,230
2025-08-19T22:09:31.269207,farm_0004,44.04116898859161,-122.060180295676,oceanic,0.2508,0.2482,0.0131,0.1698,0.1833,0.2929,0.2967,0.1109,0.149,14.221,0.129,germination,0.2486603263879895,0.9924708002185159,231
2025-08-20T22:09:31.269207,farm_0004,44.04116898859161,-122.060180295676,oceanic,0.1463,0.0398,0.075,0.1455,0.1798,0.382,0.2496,0.1402,0.1676,12.445,5.325,germination,0.03549272770549646,0.9848444557374372,232
2025-08-21T22:09:31.269207,farm_0004,44.04116898859161,-122.060180295676,oceanic,0.5198,0.0298,0.1836,0.3061,0.1806,0.4294,0.1833,0.1423,0.1338,31.747,24.5,germination,0.29467476892357836,0.9129330188192651,233
2025-08-22T22:09:31.269207,farm_0004,44.04116898859161,-122.060180295676,oceanic,0.2549,0.0757,-0.0136,0.097,-0.0068,0.3077,0.2233,0.1223,0.1281,9.514,8.959,germination,0.17728220301731795,0.8508322870900829,234
2025-08-23T22:09:31.269207,farm_0004,44.04116898859161,-122.060180295676,oceanic,0.2946,0.3353,-0.1081,0.2822,0.1105,0.3267,0.2087,0.1675,0.1658,9.67,0.0,germination,0.20058285323744543,0.9642196243724703,235
2025-08-24T22:09:31.269207,farm_0004,44.04116898859161,-122.060180295676,oceanic,0.3501,0.0839,-0.0074,-0.0503,-0.1037,0.2437,0.2772,0.1288,0.117,11.631,13.306,germination,0.04302839609628815,0.9865503744702725,236
2025-08-25T22:09:31.269207,farm_0004,44.04116898859161,-122.060180295676,oceanic,0.0773,0.2734,0.3209,0.3126,-0.0157,0.3029,0.2069,0.2115,0.0764,15.616,0.0,germination,0.06725758696316823,0.9715108751722275,237
2025-08-26T22:09:31.269207,farm_0004,44.04116898859161,-122.060180295676,oceanic,0.2374,0.1306,0.1823,0.4056,-0.0733,0.2687,0.155,0.1985,0.1396,15.319,5.338,germination,0.17887040379099275,0.9475033637438275,238
2025-08-27T22:09:31.269207,farm_0004,44.04116898859161,-122.060180295676,oceanic,0.435,0.2012,0.2204,0.244,0.0801,0.2973,0.2325,0.2096,0.0852,27.822,11.693,germination,0.10643372944125888,0.9410127321638665,239
2025-08-28T22:09:31.269207,farm_0004,44.04116898859161,-122.060180295676,oceanic,0.2777,0.0723,0.1698,0.2327,0.0057,0.3362,0.2428,0.1595,0.0684,18.015,10.273,germination,0.07459767899492241,0.9893268364448029,240
2025-08-29T22:09:31.269207,farm_0004,44.04116898859161,-122.060180295676,oceanic,0.3485,0.0515,0.1203,0.286,-0.0723,0.2926,0.1205,0.0977,0.1601,17.307,14.849,germination,0.10968486438318927,0.9788867423051792,241
2025-08-30T22:09:31.269207,farm_0004,44.04116898859161,-122.060180295676,oceanic,0.2702,0.1842,0.1566,0.2464,-0.017,0.3255,0.1913,0.2491,0.149,16.733,4.304,germination,0.2765518138529781,0.9619615824326812,242
2025-08-31T22:09:31.269207,farm_0004,44.04116898859161,-122.060180295676,oceanic,0.2705,0.1786,0.0011,0.2533,0.1569,0.3646,0.2517,0.2334,0.1693,14.0,4.592,germination,0.16624299142124666,0.9024894535640915,243
2025-09-01T22:09:31.269207,farm_0004,44.04116898859161,-122.060180295676,oceanic,0.2766,0.1253,0.1762,0.1321,0.035,0.4249,0.2746,0.0819,0.169,18.814,7.567,germination,0.21583015521870919,0.8827477692657073,244
2025-09-02T22:09:31.269207,farm_0004,44.04116898859161,-122.060180295676,oceanic,0.1428,0.062,0.1614,0.0681,0.1722,0.2918,0.1844,0.1569,0.179,15.61,4.037,germination,0.003925134575449884,0.8582176219900317,245
2025-08-06T22:09:31.269207,farm_0005,39.42467822135655,-105.6363500655858,continental,0.1274,-0.1452,0.1943,0.1127,0.0799,0.3423,0.2149,0.2153,0.1313,14.463,13.629,germination,0.23822959524391757,0.8302802887190651,218
2025-08-07T22:09:31.269207,farm_0005,39.42467822135655,-105.6363500655858,continental,0.2934,0.0855,0.2381,0.0595,-0.0714,0.3035,0.2227,0.162,0.1957,19.836,10.397,germination,0.1914087822884212,0.8800173020377693,219
2025-08-08T22:09:31.269207,farm_0005,39.42467822135655,-105.6363500655858,continental,0.2026,0.0563,0.2141,0.1201,0.0905,0.3326,0.3151,0.1991,0.013,18.478,7.317,germination,0.2500916775615975,0.8323007747531891,220
2025-08-09T22:09:31.269207,farm_0005,39.42467822135655,-105.6363500655858,continental,0.1457,0.0658,0.1907,0.2673,0.0218,0.4253,0.1912,0.1748,0.0535,13.893,3.997,germination,0.12811715039982707,0.910829481270243,221
2025-08-10T22:09:31.269207,farm_0005,39.42467822135655,-105.6363500655858,continental,0.1497,0.1861,0.1535,0.31,0.0876,0.2908,0.1674,0.1875,0.1006,13.882,0.0,germination,0.03684157595392893,0.9201642735647948,222
2025-08-12T22:09:31.269207,farm_0005,39.42467822135655,-105.6363500655858,continental,0.2609,-0.0054,0.1239,0.2624,0.094,0.2492,0.2455,0.1643,0.1441,17.271,13.317,germination,0.2314953096167811,0.9234128104570264,224
2025-08-14T22:09:31.269207,farm_0005,39.42467822135655,-105.6363500655858,continental,0.3203,0.0765,0.2818,0.1159,0.0232,0.3391,0.1927,0.2182,0.0355,24.546,12.188,germination,0.14812726698292755,0.8472701916595711,226
2025-08-16T22:09:31.269207,farm_0005,39.42467822135655,-105.6363500655858,continental,0.1386,0.1334,-0.0352,0.2488,-0.0008,0.3221,0.1072,0.1672,0.1233,4.12,0.262,germination,0.04857045495403645,0.922224731950385,228
2025-08-17T22:09:31.269207,farm_0005,39.42467822135655,-105.6363500655858,continental,0.2836,0.1421,0.2119,0.1069,-0.0165,0.2684,0.1647,0.1435,0.0394,19.491,7.076,germination,0.2831053685505469,0.960673878559253,229
2025-08-18T22:09:31.269207,farm_0005,39.42467822135655,-105.6363500655858,continental,0.395,0.148,-0.0465,0.2537,-0.0713,0.3906,0.2174,0.1547,0.17,12.512,12.346,germination,0.2504652934665589,0.8515650257880697,230
2025-08-19T22:09:31.269207,farm_0005,39.42467822135655,-105.6363500655858,continental,0.2356,0.0338,0.1926,0.08,-0.0374,0.373,0.2933,0.1608,0.1258,16.379,10.085,germination,0.002952088654505325,0.8330075358379552,231
2025-08-23T22:09:31.269207,farm_0005,39.42467822135655,-105.6363500655858,continental,0.306,0.3138,0.1556,0.1855,0.0572,0.4194,0.1774,0.1144,0.0946,19.609,0.0,germination,0.1860659478532163,0.8469701870769085,235
2025-08-24T22:09:31.269207,farm_0005,39.42467822135655,-105.6363500655858,continental,0.1892,0.3019,0.0703,0.2528,0.1361,0.3961,0.2251,0.0973,0.0952,13.104,0.0,germination,0.2874891775720216,0.8417357878873197,236
2025-08-25T22:09:31.269207,farm_0005,39.42467822135655,-105.6363500655858,continental,0.0877,0.1831,0.2032,0.1284,0.1235,0.2296,0.2582,0.2081,0.0907,14.104,0.0,germination,0.17820109940412676,0.8265615536096678,237
2025-08-27T22:09:31.269207,farm_0005,39.42467822135655,-105.6363500655858,continental,0.1797,0.0555,0.2588,0.1804,0.137,0.3633,0.1836,0.155,0.1439,20.28,6.213,germination,0.19959563441755945,0.8377786473855842,239
2025-08-28T22:09:31.269207,farm_0005,39.42467822135655,-105.6363500655858,continental,0.0666,0.0635,0.2956,0.0438,0.0716,0.294,0.0599,0.1878,0.2237,15.917,0.154,germination,0.042866015632596496,0.9196170637333538,240
2025-08-29T22:09:31.269207,farm_0005,39.42467822135655,-105.6363500655858,continental,0.1602,0.1437,0.0392,0.3332,-0.0774,0.3374,0.1972,0.236,0.0894,6.429,0.827,germination,0.2761431426744862,0.9407357504915491,241
2025-08-30T22:09:31.269207,farm_0005,39.42467822135655,-105.6363500655858,continental,0.3115,0.0406,0.2711,0.306,0.0523,0.3334,0.2599,0.2527,0.0457,24.351,13.549,germination,0.2664800572642051,0.9655180663649718,242
2025-08-31T22:09:31.269207,farm_0005,39.42467822135655,-105.6363500655858,continental,0.3056,0.061,0.175,0.2023,0.2203,0.3971,0.2246,0.1074,0.1398,23.629,12.231,germination,0.027505248973240293,0.9975110500733104,243
2025-09-01T22:09:31.269207,farm_0005,39.42467822135655,-105.6363500655858,continental,0.2777,0.4208,0.1417,0.4515,0.0991,0.2901,0.2921,0.1333,0.1424,18.758,0.0,germination,0.14730585687628836,0.8870818123839964,244
2025-09-02T22:09:31.269207,farm_0005,39.42467822135655,-105.6363500655858,continental,0.1968,0.1584,0.2358,0.1979,0.0642,0.3435,0.2468,0.1708,0.1363,18.587,1.916,germination,0.2953002755040605,0.8924297857652737,245
2025-09-03T22:09:31.269207,farm_0005,39.42467822135655,-105.6363500655858,continental,0.4128,0.2142,0.3926,0.0397,-0.0012,0.3288,0.2667,0.1396,0.1456,32.191,9.928,germination,0.09515675867777788,0.8790221250264925,246
